Label,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Nan
89.248.165.81-192.168.1.4-63525-102-6,89.248.165.81,63525,192.168.1.4,102,6,25/01/2021 12:30:19 PM,95190,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,903.456245403929,73.53713625380817,15865.0,24236.936266780915,47223.0,50.0,95190.0,31730.0,27360.666274782125,47660.0,137.0,47935.0,23967.5,33152.70143593128,47410.0,525.0,0,0,0,0,92,72,42.02122071646181,31.515915537346363,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611574219900477E15,0.0,1.611574219900477E15,1.611574219900477E15,NeedManualLabel
89.248.165.81-192.168.1.4-51369-102-6,89.248.165.81,51369,192.168.1.4,102,6,25/01/2021 01:02:13 PM,94938,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,905.8543470475469,73.73233057363754,15823.0,23967.49064879342,47289.0,95.0,94938.0,31646.0,26559.46240043273,47553.0,985.0,47478.0,23739.0,33333.01366513385,47309.0,169.0,0,0,0,0,92,72,42.13276032779288,31.599570245844657,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611576133791916E15,0.0,1.611576133791916E15,1.611576133791916E15,NeedManualLabel
89.248.165.81-192.168.1.4-58131-102-6,89.248.165.81,58131,192.168.1.4,102,6,25/01/2021 11:24:24 AM,95611,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,899.4780935248036,73.21333319387936,15935.166666666668,24374.099995008364,47860.0,55.0,95611.0,31870.333333333336,27406.604319640428,48270.0,231.0,47580.0,23790.0,33142.09483421348,47225.0,355.0,0,0,0,0,92,72,41.836190396502495,31.37714279737687,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.61157026485917E15,0.0,1.61157026485917E15,1.61157026485917E15,NeedManualLabel
89.248.165.81-192.168.1.4-58360-102-6,89.248.165.81,58360,192.168.1.4,102,6,25/01/2021 11:08:59 AM,94480,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,910.2455546147334,74.08975444538527,15746.666666666664,24070.703210888263,46981.0,54.0,94480.0,31493.333333333332,27153.65482459651,47188.0,139.0,47647.0,23823.5,33022.59378819296,47174.0,473.0,0,0,0,0,92,72,42.337002540220155,31.752751905165116,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611569339345992E15,0.0,1.611569339345992E15,1.611569339345992E15,NeedManualLabel
89.248.165.81-192.168.1.4-62545-102-6,89.248.165.81,62545,192.168.1.4,102,6,25/01/2021 01:05:10 PM,94952,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,905.7207852388576,73.72145926362795,15825.333333333334,24217.31149130032,47614.0,90.0,94952.0,31650.666666666668,27079.365656036578,47850.0,389.0,47184.0,23592.0,33157.65118339959,47038.0,146.0,0,0,0,0,92,72,42.12654815064454,31.594911112983404,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611576310407423E15,0.0,1.611576310407423E15,1.611576310407423E15,NeedManualLabel
89.248.165.81-192.168.1.4-56434-102-6,89.248.165.81,56434,192.168.1.4,102,6,25/01/2021 11:01:17 AM,95214,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,903.2285168147542,73.51860020585208,15869.0,24267.34655457823,47628.0,50.0,95214.0,31738.0,27376.508561173392,48143.0,134.0,47412.0,23706.0,32867.737403113104,46947.0,465.0,0,0,0,0,92,72,42.010628689058336,31.507971516793752,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.61156887718728E15,0.0,1.61156887718728E15,1.61156887718728E15,NeedManualLabel
89.248.165.81-192.168.1.4-64748-102-6,89.248.165.81,64748,192.168.1.4,102,6,25/01/2021 01:11:32 PM,95432,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,901.1652275966132,73.35065806018945,15905.333333333334,24321.660927384597,47434.0,79.0,95432.0,31810.666666666668,27396.123819499237,47907.0,178.0,47825.0,23912.5,33260.18166667163,47431.0,394.0,0,0,0,0,92,72,41.914661748679684,31.435996311509765,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611576692282031E15,0.0,1.611576692282031E15,1.611576692282031E15,NeedManualLabel
89.248.165.81-192.168.1.4-58660-102-6,89.248.165.81,58660,192.168.1.4,102,6,25/01/2021 12:56:46 PM,95609,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,899.4969092867826,73.21486470938929,15934.833333333334,24233.41254067752,47301.0,51.0,95609.0,31869.666666666668,27486.359986970507,48165.0,135.0,48134.0,24067.0,32886.122179423954,47321.0,813.0,0,0,0,0,92,72,41.83706554822245,31.377799161166838,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611575806293941E15,0.0,1.611575806293941E15,1.611575806293941E15,NeedManualLabel
89.248.165.81-192.168.1.4-59173-102-6,89.248.165.81,59173,192.168.1.4,102,6,25/01/2021 10:52:05 AM,93755,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,917.2844114980534,74.6626846568183,15625.833333333332,23885.551753448497,46507.0,55.0,93755.0,31251.666666666668,26920.35238129942,46908.0,167.0,47166.0,23583.0,32733.38711468766,46729.0,437.0,0,0,0,0,92,72,42.6643912324676,31.9982934243507,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611568325603211E15,0.0,1.611568325603211E15,1.611568325603211E15,NeedManualLabel
89.248.165.81-192.168.1.4-53393-102-6,89.248.165.81,53393,192.168.1.4,102,6,25/01/2021 11:25:48 AM,94955,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,905.6921699752514,73.71913011426466,15825.833333333336,24195.071344525244,47139.0,56.0,94955.0,31651.666666666668,27284.080162859318,47649.0,148.0,47641.0,23820.5,33045.22120519092,47187.0,454.0,0,0,0,0,92,72,42.12521720815123,31.593912906113424,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611570348424257E15,0.0,1.611570348424257E15,1.611570348424257E15,NeedManualLabel
89.248.165.81-192.168.1.4-62211-102-6,89.248.165.81,62211,192.168.1.4,102,6,25/01/2021 12:59:15 PM,94995,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,905.3108058318859,73.68808884678141,15832.5,24225.047506661365,47379.0,52.0,94995.0,31665.0,27312.641267369218,47914.0,132.0,47499.0,23749.5,32903.79984895362,47016.0,483.0,0,0,0,0,92,72,42.10747934101795,31.580609505763462,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611575955922421E15,0.0,1.611575955922421E15,1.611575955922421E15,NeedManualLabel
89.248.165.81-192.168.1.4-58258-102-6,89.248.165.81,58258,192.168.1.4,102,6,25/01/2021 12:24:23 PM,94254,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,912.4281197614955,74.26740509686591,15709.0,23948.49127606998,46754.0,51.0,94254.0,31418.0,27097.349907324886,47456.0,132.0,47330.0,23665.0,32546.710924454408,46679.0,651.0,0,0,0,0,92,72,42.43851719820909,31.82888789865682,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611573863381474E15,0.0,1.611573863381474E15,1.611573863381474E15,NeedManualLabel
89.248.165.81-192.168.1.4-52175-102-6,89.248.165.81,52175,192.168.1.4,102,6,25/01/2021 01:39:31 PM,33840959,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265949909989253,4230119.875,5666443.165777539,1.6640082E7,121.0,2996591.0,2996591.0,0.0,2996591.0,2996591.0,3.3840783E7,5640130.5,5950552.935981051,1.6640082E7,1040709.0,0,0,0,0,64,224,0.059099979997611775,0.2068499299916412,0.0,0.0,0.0,0.0,0.0,0,9,0,0,7,0,2,2,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,64240,0,32,9120904.0,0.0,9120904.0,9120904.0,5.37192798579206E14,9.304451991911034E14,1.611578371017563E15,8079973.0,NeedManualLabel
89.248.165.81-192.168.1.4-56294-102-6,89.248.165.81,56294,192.168.1.4,102,6,25/01/2021 11:13:37 AM,95320,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,902.224087284935,73.43684431389005,15886.666666666668,24147.26201180305,47197.0,88.0,95320.0,31773.333333333332,26872.050690882028,47485.0,745.0,47954.0,23977.0,33625.75587254508,47754.0,200.0,0,0,0,0,92,72,41.9639110365086,31.47293327738145,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.61156961765243E15,0.0,1.61156961765243E15,1.61156961765243E15,NeedManualLabel
89.248.165.81-192.168.1.4-52687-102-6,89.248.165.81,52687,192.168.1.4,102,6,25/01/2021 01:23:53 PM,114566,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,750.6590087809647,61.10015187752038,19094.333333333336,29272.098432921863,57008.0,51.0,114566.0,38188.666666666664,32933.19089206713,57475.0,162.0,57389.0,28694.5,39991.83822356757,56973.0,416.0,0,0,0,0,92,72,34.91437250144022,26.185779376080163,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611577433116561E15,0.0,1.611577433116561E15,1.611577433116561E15,NeedManualLabel
89.248.165.81-192.168.1.4-52910-102-6,89.248.165.81,52910,192.168.1.4,102,6,25/01/2021 10:48:24 AM,94401,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,911.0072986514973,74.15175686698234,15733.5,24055.518591375247,46823.0,56.0,94401.0,31467.0,27133.837417512474,47279.0,136.0,47484.0,23742.0,32912.99223710904,47015.0,469.0,0,0,0,0,92,72,42.37243249541848,31.77932437156386,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611568104672216E15,0.0,1.611568104672216E15,1.611568104672216E15,NeedManualLabel
89.248.165.81-192.168.1.4-57045-102-6,89.248.165.81,57045,192.168.1.4,102,6,25/01/2021 11:34:11 AM,95250,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,902.8871391076116,73.49081364829397,15875.0,24276.751545460113,47335.0,49.0,95250.0,31750.0,27378.56575863681,47603.0,136.0,47978.0,23989.0,33277.8593362013,47520.0,458.0,0,0,0,0,92,72,41.99475065616798,31.496062992125985,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611570851386554E15,0.0,1.611570851386554E15,1.611570851386554E15,NeedManualLabel
89.248.165.81-192.168.1.4-61460-102-6,89.248.165.81,61460,192.168.1.4,102,6,25/01/2021 12:33:35 PM,95278,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,902.6218014651861,73.4692163983291,15879.666666666664,24255.212336045763,47409.0,62.0,95278.0,31759.333333333332,27352.303199791662,47950.0,179.0,47695.0,23847.5,33048.04963231567,47216.0,479.0,0,0,0,0,92,72,41.98240937047377,31.486807027855328,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611574415794055E15,0.0,1.611574415794055E15,1.611574415794055E15,NeedManualLabel
89.248.165.81-192.168.1.4-63710-102-6,89.248.165.81,63710,192.168.1.4,102,6,25/01/2021 01:26:11 PM,114838,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,748.8810324108745,60.95543287065257,19139.666666666668,29323.448151038898,57115.0,74.0,114838.0,38279.333333333336,33026.054295560854,57673.0,146.0,57580.0,28790.0,40030.72909653283,57096.0,484.0,0,0,0,0,92,72,34.831675926087186,26.12375694456539,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611577571311195E15,0.0,1.611577571311195E15,1.611577571311195E15,NeedManualLabel
89.248.165.81-192.168.1.4-58028-102-6,89.248.165.81,58028,192.168.1.4,102,6,25/01/2021 01:38:41 PM,34020873,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645434760007481,4252609.125,5680193.467668545,1.6640002E7,115.0,2985820.0,2985820.0,0.0,2985820.0,2985820.0,3.4020697E7,5670116.166666666,5960348.956553514,1.6640002E7,1060687.0,0,0,0,0,64,224,0.05878743911127736,0.20575603688947075,0.0,0.0,0.0,0.0,0.0,0,9,0,0,7,0,2,2,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,64240,0,32,9140864.0,0.0,9140864.0,9140864.0,5.371927821458626E14,9.304451705891936E14,1.611578321557579E15,8240007.0,NeedManualLabel
89.248.165.81-192.168.1.4-56412-102-6,89.248.165.81,56412,192.168.1.4,102,6,25/01/2021 11:11:26 AM,94442,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,910.611804070223,74.11956544757629,15740.333333333334,24070.74450586576,46874.0,52.0,94442.0,31480.666666666668,27147.0969043346,47381.0,135.0,47398.0,23699.0,32871.98004380022,46943.0,455.0,0,0,0,0,92,72,42.35403739861503,31.76552804896127,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611569486362993E15,0.0,1.611569486362993E15,1.611569486362993E15,NeedManualLabel
89.248.165.81-192.168.1.4-50288-102-6,89.248.165.81,50288,192.168.1.4,102,6,25/01/2021 11:33:36 AM,94236,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,912.6024024788828,74.28159089944396,15706.0,24010.200665550467,46725.0,53.0,94236.0,31412.0,27087.100232398447,47202.0,135.0,47382.0,23691.0,32840.867345428014,46913.0,469.0,0,0,0,0,92,72,42.446623371110825,31.83496752833312,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611570816744754E15,0.0,1.611570816744754E15,1.611570816744754E15,NeedManualLabel
89.248.165.81-192.168.1.4-60544-102-6,89.248.165.81,60544,192.168.1.4,102,6,25/01/2021 11:31:27 AM,95177,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,903.5796463431292,73.54718051630121,15862.833333333332,24255.72994916184,47352.0,52.0,95177.0,31725.666666666668,27361.392660705947,47869.0,134.0,47651.0,23825.5,33036.73592381669,47186.0,465.0,0,0,0,0,92,72,42.02696029502926,31.52022022127195,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.61157068783306E15,0.0,1.61157068783306E15,1.61157068783306E15,NeedManualLabel
89.248.165.81-192.168.1.4-64697-102-6,89.248.165.81,64697,192.168.1.4,102,6,25/01/2021 01:22:57 PM,114515,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,750.9933196524472,61.127363227524775,19085.833333333336,29252.05790652457,56983.0,50.0,114515.0,38171.666666666664,32943.83592317891,57493.0,133.0,57359.0,28679.5,39908.39962338756,56899.0,460.0,0,0,0,0,92,72,34.92992184429987,26.197441383224902,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611577377920828E15,0.0,1.611577377920828E15,1.611577377920828E15,NeedManualLabel
89.248.165.81-192.168.1.4-58812-102-6,89.248.165.81,58812,192.168.1.4,102,6,25/01/2021 11:41:17 AM,95251,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,902.8776600770595,73.49004209929555,15875.166666666664,24274.942862273983,47417.0,49.0,95251.0,31750.333333333332,27379.74171414576,47938.0,138.0,47668.0,23834.0,33038.857244160245,47196.0,472.0,0,0,0,0,92,72,41.994309771026025,31.49573232826952,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611571277597871E15,0.0,1.611571277597871E15,1.611571277597871E15,NeedManualLabel
89.248.165.81-192.168.1.4-63202-102-6,89.248.165.81,63202,192.168.1.4,102,6,25/01/2021 12:50:58 PM,93956,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,915.32206564775,74.5029588317936,15659.333333333332,23942.176389515356,46594.0,50.0,93956.0,31318.666666666668,27012.642712873047,47113.0,128.0,47189.0,23594.5,32704.39573665901,46720.0,469.0,0,0,0,0,92,72,42.57311933245349,31.92983949934012,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611575458985871E15,0.0,1.611575458985871E15,1.611575458985871E15,NeedManualLabel
89.248.165.81-192.168.1.4-50969-102-6,89.248.165.81,50969,192.168.1.4,102,6,25/01/2021 12:18:02 PM,94453,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,910.505754184621,74.11093348014357,15742.166666666668,23933.5015776352,46778.0,50.0,94453.0,31484.333333333332,27149.294582609935,47640.0,140.0,47500.0,23750.0,32439.230693714053,46688.0,812.0,0,0,0,0,92,72,42.349104845796326,31.761828634347243,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611573482403655E15,0.0,1.611573482403655E15,1.611573482403655E15,NeedManualLabel
89.248.165.81-192.168.1.4-59258-102-6,89.248.165.81,59258,192.168.1.4,102,6,25/01/2021 10:56:31 AM,93690,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,917.9208026470275,74.71448393638596,15615.0,23874.54770252203,46456.0,52.0,93690.0,31230.0,26896.497337013978,46895.0,173.0,47107.0,23553.5,32707.224163783754,46681.0,426.0,0,0,0,0,92,72,42.693990820791974,32.02049311559398,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611568591216389E15,0.0,1.611568591216389E15,1.611568591216389E15,NeedManualLabel
89.248.165.81-192.168.1.4-61656-102-6,89.248.165.81,61656,192.168.1.4,102,6,25/01/2021 12:48:16 PM,95184,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,903.5131954950411,73.54177172634056,15864.0,24259.89075820417,47370.0,50.0,95184.0,31728.0,27360.097879941877,47882.0,138.0,47645.0,23822.5,33036.73592381669,47183.0,462.0,0,0,0,0,92,72,42.02386955790889,31.517902168431668,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.61157529633811E15,0.0,1.61157529633811E15,1.61157529633811E15,NeedManualLabel
89.248.165.81-192.168.1.4-53736-102-6,89.248.165.81,53736,192.168.1.4,102,6,25/01/2021 01:26:49 PM,33941272,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265163898394851,4242659.0,5672673.014963707,1.6640061E7,109.0,3002259.0,3002259.0,0.0,3002259.0,3002259.0,3.3941099E7,5656849.833333334,5954099.427507686,1.6640061E7,1061034.0,0,0,0,0,64,224,0.05892531075441133,0.20623858764043965,0.0,0.0,0.0,0.0,0.0,0,9,0,0,7,0,2,2,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,64240,0,32,9141236.0,0.0,9141236.0,9141236.0,5.371925449190936E14,9.304447597696355E14,1.611577609957245E15,8159975.0,NeedManualLabel
89.248.165.81-192.168.1.4-49798-102-6,89.248.165.81,49798,192.168.1.4,102,6,25/01/2021 10:50:20 AM,95217,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,903.2000588130271,73.5162838568743,15869.5,24262.80366940309,47307.0,52.0,95217.0,31739.0,27365.283608981656,47822.0,142.0,47734.0,23867.0,33098.25421377992,47271.0,463.0,0,0,0,0,92,72,42.00930506107103,31.50697879580327,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611568220919131E15,0.0,1.611568220919131E15,1.611568220919131E15,NeedManualLabel
89.248.165.81-192.168.1.4-61148-102-6,89.248.165.81,61148,192.168.1.4,102,6,25/01/2021 11:32:07 AM,95470,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,900.8065360846339,73.32146223944694,15911.666666666668,24337.262801446403,47435.0,65.0,95470.0,31823.333333333332,27411.164921129006,47902.0,173.0,47866.0,23933.0,33277.8593362013,47464.0,402.0,0,0,0,0,92,72,41.897978422541115,31.423483816905833,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611570727495867E15,0.0,1.611570727495867E15,1.611570727495867E15,NeedManualLabel
89.248.165.81-192.168.1.4-56295-102-6,89.248.165.81,56295,192.168.1.4,102,6,25/01/2021 12:24:38 PM,95073,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,904.5680687471731,73.62763350267689,15845.5,24229.50953486265,47490.0,55.0,95073.0,31691.0,27234.588063710456,47888.0,248.0,47404.0,23702.0,33034.61460347313,47061.0,343.0,0,0,0,0,92,72,42.07293343010108,31.55470007257581,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611573878866323E15,0.0,1.611573878866323E15,1.611573878866323E15,NeedManualLabel
